,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5,0,100,0.13940258026123048,0.013040311467853663,0.022446060180664064,0.008403406009141084,,15,,,{'max_depth': 15},0.9,0.85,0.8421052631578947,0.7894736842105263,0.8947368421052632,0.8552631578947368,0.04022099615693222,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19,0,100,0.15623941421508789,0.02614454298636318,0.012498855590820312,0.006249427819059183,100,,,,{'n_estimators': 100},0.9,0.85,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8552631578947368,0.022576432199502356,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,0,100,0.39460363388061526,0.056875012352315145,0.03460993766784668,0.011951438096279682,300,,,,{'n_estimators': 300},0.95,0.8,0.8421052631578947,0.7894736842105263,0.8947368421052632,0.8552631578947368,0.060147556324891154,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21,0,100,0.5967237949371338,0.0166902225757393,0.04062247276306152,0.012499332448898011,400,,,,{'n_estimators': 400},0.9,0.8,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8452631578947368,0.03185841252720328,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,0,100,0.1625539779663086,0.015950936035022092,0.00625004768371582,0.007654713846955128,,6,,,{'max_depth': 6},0.95,0.8,0.8421052631578947,0.7894736842105263,0.8421052631578947,0.8447368421052632,0.056832357838707714,22,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13,0,100,0.1396556854248047,0.019060275184213687,0.009374189376831054,0.007653993583073311,,8,,,{'max_depth': 8},0.95,0.7,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8352631578947367,0.07949982142525981,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12,0,100,0.13749051094055176,0.011691863732782228,0.009374666213989257,0.007654382942746265,,6,,,{'max_depth': 6},0.9,0.75,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8352631578947367,0.04816867868904232,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14,0,100,0.1343656063079834,0.015933650458286597,0.006249570846557617,0.00765412984606176,,12,,,{'max_depth': 12},0.9,0.75,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8352631578947367,0.04816867868904232,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6,0,100,0.14456791877746583,0.012654477740207462,0.012499094009399414,0.011691927438624385,,12,,,{'max_depth': 12},0.9,0.8,0.7894736842105263,0.8947368421052632,0.7894736842105263,0.8347368421052632,0.05130971623980606,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,0,100,0.1468655586242676,0.0124988794412055,0.009373855590820313,0.0076537210504126945,,,,3,{'min_samples_split': 3},0.9,0.75,0.8421052631578947,0.7894736842105263,0.8421052631578947,0.8247368421052631,0.051179982236392495,27,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0,100,0.23032827377319337,0.008492383714707723,0.018749046325683593,0.006249046347514798,200,,,,{'n_estimators': 200},1.0,0.7,0.7894736842105263,0.8421052631578947,0.7894736842105263,0.8242105263157894,0.09905928720857762,28,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10,0,100,0.14843978881835937,0.01209294353854508,0.012485933303833009,0.016070597170826838,,,,3,{'min_samples_split': 3},0.85,0.75,0.7894736842105263,0.7894736842105263,0.8947368421052632,0.8147368421052631,0.051207037258759115,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20,0,100,0.2819811820983887,0.0180282810270983,0.019968271255493164,0.01186238018205318,200,,,,{'n_estimators': 200},0.9,0.7,0.7894736842105263,0.8421052631578947,0.7894736842105263,0.8042105263157895,0.06619035756742102,30,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11,0,100,0.1380584716796875,0.02696971346571007,0.006249427795410156,0.007653954647501972,,,,10,{'min_samples_split': 10},0.9,0.75,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.8036842105263158,0.0505263157894737,31,1.0,1.0,0.9625,0.9625,0.9625,0.9775,0.018371173070873825
0,0,100,0.12899370193481446,0.01208586784458496,0.009374666213989257,0.007654382991759564,100,,,,{'n_estimators': 100},0.9,0.75,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.8036842105263158,0.0505263157894737,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,0,100,0.15001292228698732,0.012541053042171572,0.015624094009399413,0.01711511111121888,,,3,,{'min_samples_leaf': 3},0.9,0.7,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7936842105263159,0.0634554394656907,33,1.0,1.0,0.9875,0.9875,0.9875,0.9924999999999999,0.006123724356957924
24,0,100,0.12542920112609862,0.015517180697062094,0.010396146774291992,0.006604104718997374,,,,10,{'min_samples_split': 10},0.9,0.7,0.7368421052631579,0.7894736842105263,0.8421052631578947,0.7936842105263159,0.07165630494786322,33,1.0,1.0,0.975,0.95,0.975,0.9799999999999999,0.018708286933869726
4,0,100,0.14686508178710939,0.015932995868559948,0.009374189376831054,0.012499117859784439,,10,,,{'max_depth': 10},0.9,0.75,0.7368421052631579,0.7894736842105263,0.7894736842105263,0.7931578947368422,0.05740462401867783,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,0,100,0.1362985134124756,0.016280919444488624,0.016254377365112305,0.014716381296950186,,,,2,{'min_samples_split': 2},0.85,0.7,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7836842105263159,0.04796120315745061,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15,0,100,0.12918510437011718,0.012577764318491051,0.012499380111694335,0.018220637040878177,,,3,,{'min_samples_leaf': 3},0.75,0.7,0.7368421052631579,0.7894736842105263,0.7894736842105263,0.7531578947368421,0.033881004083012825,37,1.0,1.0,0.9875,0.9875,0.9875,0.9924999999999999,0.006123724356957924
16,0,100,0.13636975288391112,0.032648329854309766,0.02054753303527832,0.02174314792132062,,,5,,{'min_samples_leaf': 5},0.7,0.6,0.7368421052631579,0.7368421052631579,0.7894736842105263,0.7126315789473685,0.06312279726553664,38,0.9873417721518988,0.9873417721518988,0.9625,0.95,0.9375,0.9649367088607596,0.01992882102349855
17,0,100,0.12859439849853516,0.02355855782343264,0.02367229461669922,0.019580468333541934,,,7,,{'min_samples_leaf': 7},0.65,0.55,0.631578947368421,0.7368421052631579,0.5789473684210527,0.6294736842105263,0.06453326999531393,39,0.9240506329113924,0.9746835443037974,0.9,0.95,0.8125,0.912246835443038,0.0557895865576571
8,0,100,0.1388942241668701,0.021127714916952724,0.011166810989379883,0.006151651792741817,,,10,,{'min_samples_leaf': 10},0.6,0.55,0.5263157894736842,0.7894736842105263,0.42105263157894735,0.5773684210526315,0.12107093683106758,40,0.7721518987341772,0.8481012658227848,0.7875,0.925,0.6625,0.7990506329113924,0.08691632991391328
18,0,100,0.13196125030517578,0.022543503553117992,0.01902637481689453,0.015819536576445102,,,10,,{'min_samples_leaf': 10},0.6,0.6,0.47368421052631576,0.631578947368421,0.47368421052631576,0.5557894736842105,0.06802313440590951,41,0.8481012658227848,0.7974683544303798,0.7875,0.8875,0.7,0.8041139240506329,0.06332143262367412
